row_id,source_file,period,folio,nro_lin_det,direction,item_text,description,provider,amount,unit_price,audit_rationale
9937,DTE_033_000000610482_969183005.xml,2025-12,610482,9,COMPRAS,MO elec Mec Repuestos Accesorios Servicios Lubricacion,AUTO2@MO elec Mec Repuestos Accesorios Servicios Lubricacion,DIFOR CHILE S.A.,0,,printed_service_columns
9938,DTE_033_000000610482_969183005.xml,2025-12,610482,10,COMPRAS,--------------------------------------------------------------------------------,2@--------------------------------------------------------------------------------,DIFOR CHILE S.A.,0,,separator
9939,DTE_033_000000610482_969183005.xml,2025-12,610482,11,COMPRAS,257195 61314 10558 2540 98618,2@257195 61314 10558 2540 98618,DIFOR CHILE S.A.,0,,printed_numeric_summary
9940,DTE_033_000000610482_969183005.xml,2025-12,610482,12,COMPRAS,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,0,,broken_template_field
9941,DTE_033_000000610482_969183005.xml,2025-12,610482,13,COMPRAS,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,0,,workshop_footer
9942,DTE_033_000000610482_969183005.xml,2025-12,610482,14,COMPRAS,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,0,,workshop_reminder
9945,DTE_033_000000677331_990120005.xml,2025-12,677331,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
10442,DTE_033_000030405762_995200007.xml,2025-12,30405762,1,COMPRAS,Fecha-Guía,06.12.25-32110208*,COPEC S.A.,0,,fuel_delivery_reference
10443,DTE_033_000030405762_995200007.xml,2025-12,30405762,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 102,198|Litro",COPEC S.A.,0,,zero_fuel_summary
10445,DTE_033_000030464561_995200007.xml,2025-12,30464561,1,COMPRAS,Fecha-Guía,22.12.25-32262778*,COPEC S.A.,0,,fuel_delivery_reference
10446,DTE_033_000030464561_995200007.xml,2025-12,30464561,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 100,812|Litro",COPEC S.A.,0,,zero_fuel_summary
10470,DTE_033_000053999128_97036000K.xml,2025-12,53999128,2,COMPRAS,LEASING 614747 DICIEMBRE 2025 CUOTA 6 DE,LEASING 614747 DICIEMBRE 2025 CUOTA 6 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
10472,DTE_033_000054041614_97036000K.xml,2025-12,54041614,2,COMPRAS,LEASING 614266 DICIEMBRE 2025 CUOTA 7 DE,LEASING 614266 DICIEMBRE 2025 CUOTA 7 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
10895,DTE_033_000000682881_990120005.xml,2026-01,682881,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
11192,DTE_033_000030480154_995200007.xml,2025-12,30480154,1,COMPRAS,Fecha-Guía,27.12.25-32215906*,COPEC S.A.,0,,fuel_delivery_reference
11193,DTE_033_000030480154_995200007.xml,2025-12,30480154,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 72,829|Litro",COPEC S.A.,0,,zero_fuel_summary
11195,DTE_033_000030491804_995200007.xml,2025-12,30491804,1,COMPRAS,Fecha-Guía,30.12.25-32308991*,COPEC S.A.,0,,fuel_delivery_reference
11196,DTE_033_000030491804_995200007.xml,2025-12,30491804,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 65,833|Litro",COPEC S.A.,0,,zero_fuel_summary
11198,DTE_033_000030498450_995200007.xml,2026-01,30498450,1,COMPRAS,Fecha-Guía,02.01.26-32327028*,COPEC S.A.,0,,fuel_delivery_reference
11199,DTE_033_000030498450_995200007.xml,2026-01,30498450,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 20,000|Litro",COPEC S.A.,0,,zero_fuel_summary
11201,DTE_033_000030499422_995200007.xml,2026-01,30499422,1,COMPRAS,Fecha-Guía,02.01.26-32342852*,COPEC S.A.,0,,fuel_delivery_reference
11202,DTE_033_000030499422_995200007.xml,2026-01,30499422,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 35,321|Litro",COPEC S.A.,0,,zero_fuel_summary
11204,DTE_033_000030555883_995200007.xml,2026-01,30555883,1,COMPRAS,Fecha-Guía,14.01.26-32440234*,COPEC S.A.,0,,fuel_delivery_reference
11205,DTE_033_000030555883_995200007.xml,2026-01,30555883,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 72,496|Litro",COPEC S.A.,0,,zero_fuel_summary
11221,DTE_033_000054348139_97036000K.xml,2026-01,54348139,2,COMPRAS,LEASING 614747 ENERO 2026 CUOTA 7 DE 25,LEASING 614747 ENERO 2026 CUOTA 7 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
11223,DTE_033_000054418684_97036000K.xml,2026-01,54418684,2,COMPRAS,LEASING 614266 ENERO 2026 CUOTA 8 DE 37,LEASING 614266 ENERO 2026 CUOTA 8 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
11512,DTE_033_000000687382_990120005.xml,2026-02,687382,3,COMPRAS,RUTCOBRANZA 96685810,,Cia de Seguros de Vida Consorcio Nacional de Seguros SA,0,,billing_reference
11823,DTE_033_000030748326_995200007.xml,2026-02,30748326,1,COMPRAS,Fecha-Guía,11.02.26-32708809*,COPEC S.A.,0,,fuel_delivery_reference
11824,DTE_033_000030748326_995200007.xml,2026-02,30748326,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 54,373|Litro",COPEC S.A.,0,,zero_fuel_summary
11826,DTE_033_000030748348_995200007.xml,2026-02,30748348,1,COMPRAS,Fecha-Guía,11.02.26-32708810*,COPEC S.A.,0,,fuel_delivery_reference
11827,DTE_033_000030748348_995200007.xml,2026-02,30748348,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 20,000|Litro",COPEC S.A.,0,,zero_fuel_summary
11829,DTE_033_000030768291_995200007.xml,2026-02,30768291,1,COMPRAS,Fecha-Guía,17.02.26-32754686*,COPEC S.A.,0,,fuel_delivery_reference
11830,DTE_033_000030768291_995200007.xml,2026-02,30768291,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 42,750|Litro",COPEC S.A.,0,,zero_fuel_summary
11832,DTE_033_000030769509_995200007.xml,2026-02,30769509,1,COMPRAS,Fecha-Guía,17.02.26-32762256*,COPEC S.A.,0,,fuel_delivery_reference
11833,DTE_033_000030769509_995200007.xml,2026-02,30769509,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 64,566|Litro",COPEC S.A.,0,,zero_fuel_summary
11835,DTE_033_000030769555_995200007.xml,2026-02,30769555,1,COMPRAS,Fecha-Guía,17.02.26-32762257*,COPEC S.A.,0,,fuel_delivery_reference
11836,DTE_033_000030769555_995200007.xml,2026-02,30769555,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 38,018|Litro",COPEC S.A.,0,,zero_fuel_summary
11838,DTE_033_000030773817_995200007.xml,2026-02,30773817,1,COMPRAS,Fecha-Guía,18.02.26-32754715*,COPEC S.A.,0,,fuel_delivery_reference
11839,DTE_033_000030773817_995200007.xml,2026-02,30773817,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 20,100|Litro",COPEC S.A.,0,,zero_fuel_summary
11883,DTE_033_000054686181_97036000K.xml,2026-02,54686181,2,COMPRAS,LEASING 614747 FEBRERO 2026 CUOTA 8 DE 2,LEASING 614747 FEBRERO 2026 CUOTA 8 DE 25,Santander - Chile,0,,duplicate_lease_installment_note
11885,DTE_033_000054736071_97036000K.xml,2026-02,54736071,2,COMPRAS,LEASING 614266 FEBRERO 2026 CUOTA 9 DE 3,LEASING 614266 FEBRERO 2026 CUOTA 9 DE 37,Santander - Chile,0,,duplicate_lease_installment_note
11975,DTE_033_000030813768_995200007.xml,2026-02,30813768,1,COMPRAS,Fecha-Guía,28.02.26-32563119*,COPEC S.A.,0,,fuel_delivery_reference
11976,DTE_033_000030813768_995200007.xml,2026-02,30813768,2,COMPRAS,Total,"GASOLINA SP 93 OCTANOS NU 1203| 85,416|Litro",COPEC S.A.,0,,zero_fuel_summary
