rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,diferencia bolos tineo,Diferencia bolos tineo,,HECTOR ADRIAN VALENZUELA PAREDES,0.5451
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,film para bolo winpack 750mm x 1500mt blanco,FILM PARA BOLO WINPACK 750MM X 1500MT BLANCO,ROLLO 1500 MT|SOLICITADO POR PILAR LOBOS. CANCELAN EN 3 CUOTAS IGUALES,Tattersall AgroInsumos S.A.,0.4473
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,fundo raices,FUNDO RAICES,CONFECCION BOLOS. TOTAL BOLOS 50 EN 15 HA 3.3 BOLOS POR HA. VALOR HA 120.000 VALOR BOLO 12.000 SIN INSUMOS,SERVICIOS AGRICOLAS CORPAL SPA,0.3287
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,minimo de bolos,Mínimo de bolos,,HECTOR ADRIAN VALENZUELA PAREDES,0.5334
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,movimiento de bolos,Movimiento de bolos,dentro del campo,MARCELO ALEJANDRO GUZMAN CATALAN,0.6394
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,reparacion piza bolos,Reparación piza bolos,"Fabricar nuevos flajes en plancha de 20 mm perforados a 40mm para pasador, Remplazar buje quebrado y desgastado. Soldar quebraduras.",CAMILO EDUARDO CABEZA FERNANDEZ,0.4708
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,traslado bolos corte alto,TRASLADO BOLOS CORTE ALTO,Distancia 112km viaje dos vueltas camión con carro,SERVICIOS AGRICOLAS CORPAL SPA,0.4674
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,traslado bolos silos,TRASLADO BOLOS SILOS,CON CARRO Y RETORNO DESDE MAITEN A YUTRECO ( 1 VIAJE ),LUIS ANTONIO TORRES JARAMILLO,0.4708
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,traslado de bolo de silo,Traslado de bolo de silo,Desde Bramadero a Pelleco N° de guia 1447,MARCELO ALEJANDRO GUZMAN CATALAN,0.5274
1,low_confidence,EXP-4.2,Bolos Silo,COMPRAS,yutreco comfeccion bolos,YUTRECO COMFECCION BOLOS,"12 NOVIEMBRE SALA YUTRECO POTREROS 21-30-4-43 TOTAL BOLOS 49 EN 12HA. 4 bolos por ha, valor ha : 122.000xha",SERVICIOS AGRICOLAS CORPAL SPA,0.409
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,blue max 10 lts,BLUE MAX 10 LTS,BLUE MAX 10 LTS,COMERCIAL Y SERVICIOS VIGU LIMITADA,0.3815
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,bram fertilizacion urea,BRAM.FERTILIZACION UREA,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.5721
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,chapilcahuin fertilizante,CHAPILCAHUIN FERTILIZANTE,APLICACION UREA SMART BLUE 100 HA,SERVICIOS AGRICOLAS CORPAL SPA,0.475
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,pelleco fertilizante,PELLECO FERTILIZANTE,UREA S-MART BLUE 100 Y 150 K/HA,SERVICIOS AGRICOLAS CORPAL SPA,0.5705
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,rana,RANA,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1521
1,low_confidence,EXP-6.2,Nitrogeno,COMPRAS,smart blue maxi pf cna sf3 fertilizantes b urea,SMART BLUE MAXI PF CNA (SF3)-FERTILIZANTES(B)-UREA,,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,0.4025
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,50300 kilos de paja,50300 Kilos de paja,vendido en Fundo,INGRID JIMENA VELOSO GUZMAN,0.1411
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,aplicacion cal,Aplicación Cal,,SAN BLAS FERTILIZACION SPA,0.3529
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,aplicacion compost,Aplicación Compost,,SAN BLAS FERTILIZACION SPA,0.4522
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,chapilcahuin fertilizante,CHAPILCAHUIN FERTILIZANTE,APLICACION DE FERTILIZANTE TRIPLE 97 HA,SERVICIOS AGRICOLAS CORPAL SPA,0.5172
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,compost bio fert 25kg,COMPOST BIO FERT 25KG,COMPOST BIO FERT 25KG,Mallas Protekta Limitada,0.5852
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,fertilizacion mulpulmo,FERTILIZACION MULPULMO,,AGRÍCOLA J-S-E LIMITADA,0.5165
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,humus 10 kg or,HUMUS 10 KG OR,HUMUS 10 KG OR,Mallas Protekta Limitada,0.2185
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,servicio fertilizacion,Servicio Fertilización,,BENEDICTO NOLBERTO GUTIERREZ RIVERA,0.3929
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,trap microfibra dona gaby 50x40 doble con ojal und 1 und,TRAP MICROFIBRA DOÑA GABY 50X40 DOBLE CON OJAL UND 1 UND,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.2549
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,trap microfibra dona gaby 50x60 con ojal und 1 und,TRAP MICROFIBRA DOÑA GABY 50X60 CON OJAL UND 1 UND,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.2896
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,traslado fertilizante,TRASLADO FERTILIZANTE,DESDE BRAMADERO A YUTRECO CON RETORNO DE PAILLACO A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,0.5409
1,low_confidence,EXP-6.5,Otros Fertilizantes,COMPRAS,yutreco,YUTRECO,APLICACION FERTILIZANTE VITRAMAC 200 HA,SERVICIOS AGRICOLAS CORPAL SPA,0.6622
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,aerosol mutiusos 382ml wd 40,AEROSOL MUTIUSOS 382ML WD 40,,EASY RETAIL S.A.,0.7454
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,aguarras 1lt,AGUARRAS 1LT,,EASY RETAIL S.A.,0.533
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,aplicac dron,aplicac.dron,,SERVICIOS AGRICOLAS SCHUCK SPA,0.4905
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,aplicacion con dron agricola 13 ha de rutabaga,Aplicación con dron agrícola 13 ha de Rutabaga,,SOC AGRICOLA GANADERA Y FORESTAL SANTA FE LTDA,0.721
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,ast ggt gldh 86630,AST GGT GLDH 86630,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1239
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,bramadero fumigacion rap,BRAMADERO FUMIGACION RAP,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.6343
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,calefon 11lt gl ioniz master,CALEFON 11LT GL IONIZ MASTER,,SODIMAC S.A.,0.444
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,caneria cobre 3 4,"CAÑERIA COBRE 3/4""",,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.5166
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,caneria cobre m 1 2x1m gd cu,CANERIA COBRE M 1/2X1M - GD CU,,SODIMAC S.A.,0.4181
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,control de palomas,CONTROL DE PALOMAS,CONTROL DE ANIDACION DE PALOMAS EN BODEGAS Y SALA,H2 ASESORIAS Y SERVICIOS SPA,0.6596
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,desinsectacion,DESINSECTACION,DESINSECTACION INTERIOR CASA TRABAJADOR CON EQUIPO ULV NEBULIZADOR EN FRIO.,H2 ASESORIAS Y SERVICIOS SPA,0.7403
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,extintor 2 kg abc 75 imp cert,EXTINTOR 2 KG ABC 75 IMP/CERT,,EASY RETAIL S.A.,0.2253
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,f 2679 16200 g darol trasero rh halogeno,"F-2679-16200/G DAROL TRASERO RH, HALOGENO",,ANTONIO CASTILLO S.A.,0.24
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,filtro aire 1 1,%FILTRO AIRE 1 (1),,SURAC,0.2945
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,fum cuncunilla bramadero,FUM.CUNCUNILLA-BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.5504
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,fumigacion,FUMIGACION,,CARLOS SEGUNDO GUZMAN CATALAN,0.517
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,fumigacion con ruedas,FUMIGACIÓN CON RUEDAS,HORTALICERAS,AGRICOLA E INVERSIONES LOS COIHUES SPA,0.5567
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,fumigar bramadero,FUMIGAR -BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.7106
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,funda plastica carta x 100 un adix,FUNDA PLASTICA CARTA X 100 UN ADIX,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.2775
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,hilos x metro g 2 nc 1 2 13 hilos,"HILOS X METRO G-2 NC 1/2"" 13 HILOS",,FERIA REMEHUE LTDA.,0.2374
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,interruptor aut mt60 1p 2a c 6 10ka gewiss gw92002,INTERRUPTOR AUT. MT60 1P 2A C 6/10KA GEWISS GW92002,,ELECTROCOM S.A.,0.6512
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,kt12 tira cobre comun 1 2 x 6 mts,KT12-TIRA COBRE COMUN 1/2 X 6 MTS -@,KT12-TIRA COBRE COMUN 1/2 X 6 MTS -@,DORIS IVONNE CASTILLO KANTER,0.385
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,kt12 tira cobre especial l 1 2x 6 mts,KT12-TIRA COBRE ESPECIAL L- 1/2X 6 MTS -@,KT12-TIRA COBRE ESPECIAL L- 1/2X 6 MTS -@,DORIS IVONNE CASTILLO KANTER,0.3219
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,lija al agua 9x11 n 80 cun,LIJA AL AGUA 9X11 N. 80... CUN,,SODIMAC S.A.,0.1804
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,lubricante anticorrosivo wd 40 187 grs,LUBRICANTE ANTICORROSIVO WD 40 187 GRS,LUBRICANTE ANTICOR $ 1300,EASY RETAIL S.A.,0.591
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,maiten fumigacion r vag,MAITEN FUMIGACION R VAG.,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.7352
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,neum 420 85r24 armour r 1w,NEUM.420/85R24 ARMOUR R-1W -____,____,FEROSOR AGRICOLA S.A.,0.3562
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,pila dx2 evg,Pila Dx2 EVG,,EASY RETAIL S.A.,0.6124
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,plum universal 17 dgp,PLUM UNIVERSAL 17'' DGP,120805,SOC. COMERC. DE REPUESTOS S.P.A.,0.3041
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,rap5 tordon 21k maiten,RAP5 TORDON 21K - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3763
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,raps tordon 21k,RAPS TORDON 21K -,BRAMADERO,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3107
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,sulfato cobre 25 kg,SULFATO COBRE 25 KG. -____,____,FEROSOR AGRICOLA S.A.,0.5617
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,tordon bramadero,TORDON - BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.5269
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,tordon y nitvo maiten,TORDON Y NITVO - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.4859
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,tordon y preside v,TORDON Y PRESIDE V -,MAITEN,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.4817
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,tordon y zero maiten,TORDON Y ZERO - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.504
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,tuberia cobre 5 8,"TUBERIA COBRE 5/8""",,SOCIEDAD COMERCIAL SERLAC CHILE S.A.,0.3859
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,valvula ventosa triple 2 gtr,"Válvula Ventosa Triple 2"" GTR",,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.2756
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,wd 40 187cc 52025 20 adicional,WD-40 187CC. 52025 (20% ADICIONAL),,COMERCIAL CLIMENT SPA,0.7025
1,low_confidence,EXP-7.0,AGROQUIMICOS,COMPRAS,wd 40 458ml 52022,WD-40 458ML 52022,,COMERCIAL CLIMENT SPA,0.5977
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,frutos secos nuts y semillas vivo bolsa 80 gr,FRUTOS SECOS NUTS Y SEMILLAS VIVO BOLSA 80 GR,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.4778
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,qranco lam1k semir,QRANCO LAM1K SEMIR,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.4501
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla ballica array nea2 agr x 25 kg,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,SEMILLA BALLICA ARRAY NEA2 AGR X 25 KG,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.4891
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla ballica pasture pack kabul 25 kg,SEMILLA BALLICA PASTURE PACK KABUL 25 KG,^ ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! ^ !==============================!==============================!==============================! ^ ! CU01 03-04-2026 663.980 ! CU02 03-05-2026 663.980 ! CU03 02-06-2026 663.980 ! ^ ! CU04 02-07-2026 663.980 ! CU05 01-08-2026 663.979,COAGRA S.A.,0.4143
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla de trebol blco kotuku agri 4 kg,SEMILLA DE TREBOL BLCO KOTUKU AGRI 4 KG,,COAGRA S.A.,0.6727
1,low_confidence,EXP-8.1,Pradera Perenne,COMPRAS,semilla de trebol ruru agr clover 4 kg,SEMILLA DE TREBOL RURU AGR CLOVER 4 KG,^ ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! Cuota Vencimiento Monto ! ^ !==============================!==============================!==============================! ^ ! CU01 29-11-2025 200.719 ! CU02 29-12-2025 200.719 ! CU03 28-01-2026 200.725,COAGRA S.A.,0.4995
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,cartucho gas butano c valvula seg 190grs yanes 610000585671,CARTUCHO GAS BUTANO C/VALVULA SEG. 190GRS YANES 610000585671,,ELECTROCOM S.A.,0.3864
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,conector bronce p barra t tierra 5 8 corriente ctt 1,CONECTOR BRONCE P/BARRA T/TIERRA 5/8 CORRIENTE CTT-1,,ELECTROCOM S.A.,0.2469
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,placa 0 puesto c soporte blco aris 0600pa0579,PLACA 0 PUESTO C/SOPORTE BLCO ARIS 0600PA0579,,ELECTROCOM S.A.,0.2895
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,terminal conduit con t pvc 20 mm 0746747669901,TERMINAL CONDUIT CON T/PVC 20 MM 0746747669901,,ELECTROCOM S.A.,0.2854
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,toma cte doble 10 16a aris pro compac emb blco 0200ap0557,TOMA CTE.DOBLE 10/16A ARIS PRO COMPAC.EMB.BLCO. 0200AP0557,,ELECTROCOM S.A.,0.2353
1,low_confidence,EXP-9.1,Energia Electrica Riego,COMPRAS,tubo conduit 20x3 mts 4422 fuerte cem 746747670310,TUBO CONDUIT 20X3 MTS 4422 FUERTE CEM 746747670310,,ELECTROCOM S.A.,0.2075
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,,.,Servicios revision y puesta en marcha fertiriego y cambio reloj horario,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.3795
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,207619 pulverizadora mamario largo 1l c u,207619 Pulverizadora Mamario Largo 1L - C/U,Pulverizadora Mamario Largo 1L - C/U,Comercial Shoof International Chile Ltda,0.1067
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,211648 walkease pegamento 10x2ml dispensador c u,211648 Walkease Pegamento 10x2ml dispensador - C/U,Walkease Pegamento 10x2ml dispensador - C/U,Comercial Shoof International Chile Ltda,0.1299
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,28108 jgo brocas planas 6 pcs pretul,28108 JGO BROCAS PLANAS 6 PCS PRETUL -@,28108 JGO BROCAS PLANAS 6 PCS PRETUL -@,DORIS IVONNE CASTILLO KANTER,0.1199
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,60 terneras,60 TERNERAS,,AGRICOLA Y GANADERA EMERALD LIMITADA,0.1596
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,93 s p,93 S/P,,SERVICENTRO DEL SUR LIMITADA,0.1408
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,abrazadera 1 5 16,ABRAZADERA 1-5/16,,RICARDO FRANCISCO WULFF MULLER,0.1733
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,abrazadera 11 16,ABRAZADERA 11/16,,RICARDO FRANCISCO WULFF MULLER,0.1309
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,abrazaderas met,ABRAZADERAS MET,,RICARDO FRANCISCO WULFF MULLER,0.2435
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aceite,ACEITE,ACEITE,GALLAGHER CHILE SPA,0.1328
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aceite mezcla 50cc con un 6 0 descuento,ACEITE MEZCLA 50CC CON UN 6 0 DESCUENTO,ACEITE MEZCLA 50CC,INVERSIONES DEL RANCO LIMITADA,0.0998
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aceite mezcla stihl 5 lts,ACEITE MEZCLA STIHL - 5 LTS,ACEITE MEZCLA STIHL - 5 LTS,COMERCIAL HARCHA SPA,0.1904
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,adaptador so he p termofusion 20 x 1 2,ADAPTADOR SO HE P/TERMOFUSION 20 X 1/2,,COMERCIAL CLIMENT SPA,0.2499
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,archiv of ancho burdeo,ARCHIV OF ANCHO BURDEO,ARCHIV OF ANCHO BURDEO,ILOP S A,0.092
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,arreglo y mantencion del,Arreglo y mantención del,motor del riego 2,SANDRA PAULINA VALLADARES RIOS,0.2649
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,asesorias informaticas,Asesorías Informáticas,"Asesoría y soporte presentación DSF Webinar. Total HH: 10 Valor HH: $0,8UF Monto a Facturar: $8 UF + IVA Tipo de Cambio UF $39.643,59 del día 11-11-2025",SERVICIOS Y SOLUCIONES LINKEDTIC SPA,0.1185
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aspersor de impacto plastico nb2101,ASPERSOR DE IMPACTO PLASTICO NB2101 -@,ASPERSOR DE IMPACTO PLASTICO NB2101 -@,DORIS IVONNE CASTILLO KANTER,0.7482
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aspersor plastico c estaca metalica x3apb 116008 ed,ASPERSOR PLASTICO C/ESTACA METALICA X3APB (116008) ED,,COMERCIAL CLIMENT SPA,0.6699
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,aspersor truper me asp 11x c estaca met 2 salida,ASPERSOR TRUPER ME ASP-11X C/ESTACA MET. 2 SALIDA,ASPERSOR TRUPER ME ASP-11X C/ESTACA MET. 2 SALIDA,COMERCIAL HARCHA SPA,0.664
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,auditoria,AUDITORIA,Auditoría de mantención para los predios El Maitén y Yutreco en el Estándar de Sustentabilidad.,ASESORIAS E INVERSIONES A Y G SPA,0.3549
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,azucar iansa 900grs bolsa 900 gr,AZUCAR IANSA 900GRS BOLSA 900 GR,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.102
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,bruc rb 87534,BRUC(RB) 87534,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1425
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,candado odis 30mm,CANDADO ODIS 30MM,,RICARDO FRANCISCO WULFF MULLER,0.1894
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,candado odis 340 2 llaves,CANDADO ODIS 340 2 LLAVES,CANDADO ODIS 340 2 LLAVES,COMERCIAL HARCHA SPA,0.1065
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,candado odis 40mm,CANDADO ODIS 40MM,,RICARDO FRANCISCO WULFF MULLER,0.196
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,codo 1 2,CODO 1/2,,RICARDO FRANCISCO WULFF MULLER,0.1705
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,codo 25mm,CODO 25MM,,RICARDO FRANCISCO WULFF MULLER,0.1722
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,codo so hi p termofusion 20 x 1 2 x 90,CODO SO HI P/TERMOFUSION 20 X 1/2 X 90,,COMERCIAL CLIMENT SPA,0.1644
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,compra materiales,Compra materiales,De riego,INDUSTRIAL RIEGO SPA,0.3502
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,copla 20mm,COPLA 20MM,,RICARDO FRANCISCO WULFF MULLER,0.2702
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,copla so so p termofusion 20mm,COPLA SO SO P/TERMOFUSION 20MM,,COMERCIAL CLIMENT SPA,0.2003
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,cortador de tubo pvc 64mm acero inoxidable truper,Cortador De Tubo Pvc 64mm Acero Inoxidable Truper,,FERRETODO SPA,0.1307
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,ct 7900 lona sensor diafragma,CT 7900 LONA SENSOR (DIAFRAGMA),,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.1549
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,destornillador truper plano 1 4 x 6 1400,DESTORNILLADOR TRUPER PLANO 1 4 X 6 1400 -@,DESTORNILLADOR TRUPER PLANO 1 4 X 6 1400 -@,DORIS IVONNE CASTILLO KANTER,0.2622
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,estanque agua estacion 5000 l wenco,ESTANQUE AGUA ESTACION. 5000 L WENCO,ESTANQUE AGUA ESTACION. 5000 L WENCO,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.2105
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,funda ntbk klipx 15 6 reversible neo,"FUNDA NTBK KLIPX 15.6"" REVERSIBLE NEO",,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.2403
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,glutamato deshidrogenasa gldh suero,GLUTAMATO DESHIDROGENASA (GLDH) SUERO,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.2949
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,hemograma 86683,HEMOGRAMA 86683,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1423
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,hi planza 11 2,HI PLANZA 11/2,,RICARDO FRANCISCO WULFF MULLER,0.2832
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,k l niple 40 mm hexagonal,K-L NIPLE 40 MM HEXAGONAL,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.4275
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,k12 codo so hi 1 2,K12-CODO SO-HI 1 2 -@,K12-CODO SO-HI 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1119
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,k12 terminal so hi 1 2,K12-TERMINAL SO-HI 1 2 -@,K12-TERMINAL SO-HI 1 2 -@,DORIS IVONNE CASTILLO KANTER,0.1506
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,ketchup,KETCHUP,UN 0002,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1571
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,kilometros,Kilómetros,,WALTER ERNESTO MATAMALA MANCILLA,0.1385
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,klerat calugas,KLERAT CALUGAS,,RICARDO FRANCISCO WULFF MULLER,0.2784
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,laminadora enmicadora termica cortador de papel 300 micas,Laminadora Enmicadora Termica Cortador De Papel+300 Micas,,MercadoLibre Chile LTDA,0.1092
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,leuc elisa ind 87534,LEUC ELISA IND 87534,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1389
1,low_confidence,EXP-9.2,Otros Gastos Riego,COMPRAS,limpia rastrojo,LIMPIA RASTROJO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1805
