rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,mant caldera rio bueno,Mant. Caldera Rio Bueno.,Mantenciòn y reparaciòn Caldera casa Rio Bueno.,MASTER THERMIC SPA,0.3218
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,mantencion casa maiten,Mantención casa Maitén,,MAGDIEL AMALEC MONTECINOS SAN MARTIN,0.5585
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,mantencion instalacion,Mantención instalación,Maitén,MAGDIEL AMALEC MONTECINOS SAN MARTIN,0.7329
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,marcador oleo rojo paintmarker,MARCADOR OLEO ROJO PAINTMARKER,,SODIMAC S.A.,0.324
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,materiales,MATERIALES,MATERIALES,INVERSIONES DEL RANCO LIMITADA,0.5093
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,movilidad,MOVILIDAD,,ROAGRO SPA,0.1686
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,mueble base 1 pta 2cajon 90x50x81 cm coigue choc,MUEBLE BASE 1 PTA 2CAJON 90X50X81 CM COIGUE/CHOC,MUEBLE BASE 1 PTA 2CAJON 90X50X81 CM COIGUE/CHOC,COMERCIAL HARCHA SPA,0.1666
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,nora148 percha simple dorada per 65090,NORA148-PERCHA SIMPLE DORADA PER 65090 -@,NORA148-PERCHA SIMPLE DORADA PER 65090 -@,DORIS IVONNE CASTILLO KANTER,0.1759
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,nora199 gancho percha doble reforzado negro,NORA199-GANCHO PERCHA DOBLE REFORZADO NEGRO -@,NORA199-GANCHO PERCHA DOBLE REFORZADO NEGRO -@,DORIS IVONNE CASTILLO KANTER,0.1729
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,obra de mano,OBRA DE MANO,MANTENCION POZO PROFUNDO,WALDEMAR ORLANDO VARGAS CARDENAS,0.4829
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,oleo constructor base blanca soquina,OLEO CONSTRUCTOR BASE BLANCA - SOQUINA,OLEO CONSTRUCTOR BASE BLANCA - SOQUINA,COMERCIAL HARCHA SPA,0.732
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,osb 9mm amarillo lijado 1 20 x 2 44,OSB 9MM AMARILLO LIJADO 1.20 X 2.44 -@,OSB 9MM AMARILLO LIJADO 1.20 X 2.44 -@,DORIS IVONNE CASTILLO KANTER,0.1807
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,osb pais 1 22 x 2 44 x 9 5mm,OSB PAIS 1.22 X 2.44 X 9.5MM,OSB PAIS 1.22 X 2.44 X 9.5MM,COMERCIAL HARCHA SPA,0.1616
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pastilla para estanque igenix 3 und caja 48 gr,PASTILLA PARA ESTANQUE IGENIX 3 UND CAJA 48 GR,,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,0.1758
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pestillo vertical 8p mutel fontenelle,PESTILLO VERTICAL 8P MUTEL-FONTENELLE -@,PESTILLO VERTICAL 8P MUTEL-FONTENELLE -@,DORIS IVONNE CASTILLO KANTER,0.1863
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pino impregnado 2 x 6 x 3200,PINO IMPREGNADO 2 X 6 X 3200 -@,PINO IMPREGNADO 2 X 6 X 3200 -@,DORIS IVONNE CASTILLO KANTER,0.3471
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pino impregnado 2 x 8,PINO IMPREGNADO 2 X 8 -@,PINO IMPREGNADO 2 X 8 -@,DORIS IVONNE CASTILLO KANTER,0.3378
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,pizarra blanca 60 x 90 pizacub020 jm111,PIZARRA BLANCA 60 X 90 PIZACUB020 JM111,PIZARRA BLANCA 60 X 90 PIZACUB020 JM111,KARIM KLETT DIEZ,0.3254
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,quema bramadero,QUEMA - BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3417
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,quemadas maiten,QUEMADAS MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3164
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,raspado y brunido,Raspado y bruñido,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,0.7222
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,recuperacion otros ingresos,RECUPERACION OTROS INGRESOS,,Tattersall Ganado S.A.,0.2158
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,regeneracion maiten,REGENERACION -MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.3908
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion,reparacion,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.6989
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion cerco copihues,reparacion cerco copihues,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.5801
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion inyectores mantencion,REPARACION INYECTORES MANTENCION,,SOCIEDAD TOROYO LTDA,0.5027
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion pala,reparacion pala,Restauracion pala en un 80% cambiando laterales y base en plancha A36 de 6mm y resforzando con pletina de 10mm y 12mm antidesgaste en laterales y base mas pintado color negro triple accion.,CAMILO EDUARDO CABEZA FERNANDEZ,0.2193
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion piscina e,REPARACION PISCINA E,INSTALACION CALEFON,SERVICIOS DE MANTENCIÓN DOMICILIARIA NONTUELA SPA,0.1719
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion y mant ternere,reparacion y mant ternere,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.7214
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,reparacion y mantencion,Reparación y mantencion,casa Maitén,MAGDIEL AMALEC MONTECINOS SAN MARTIN,0.4642
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,repuesto calefont,REPUESTO CALEFONT,,JORGEN HORACIO VEGA AGUILA,0.3535
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,retiro alimento,RETIRO ALIMENTO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,0.676
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,retiro de bomba e instala,RETIRO DE BOMBA E INSTALA,,WALDEMAR ORLANDO VARGAS CARDENAS,0.2732
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,rodillo chiporro nat 50mm 23cm,RODILLO CHIPORRO NAT 50MM 23CM,,SODIMAC S.A.,0.3015
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,rodillo chiporro natural hela 18cm,RODILLO CHIPORRO NATURAL HELA 18CM,,PINTURAS BARENDS SpA,0.7047
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,rodillo hela chiporro p largo 7,"RODILLO HELA CHIPORRO P/LARGO 7""","RODILLO HELA CHIPORRO P/LARGO 7""",COMERCIAL HARCHA SPA,0.435
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,sacar e instalar,Sacar e instalar,,HECTOR PATRICIO RIVERA BURGOS,0.2029
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,seimbra,seimbra,,SERVICIOS AGRICOLAS SCHUCK SPA,0.1614
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,servicio mano de obra,SERVICIO MANO DE OBRA,,ERWIN RAMIRO AGUILEF PINUER,0.5469
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,servicio tecnico,SERVICIO TÉCNICO,REEMPLAZO EQUIPO SUMERGIBLE 3HP/380V POR UNO NUEVO (P. HID. CALPEDA 4SD10/12 +MOTOR FRANKLIN AMERIC. 3HP/380V) SEGÚN DETALLE EN PRESUPUESTO N° 36357. UBICACIÓN: FUNDO RAICES - RIO BUENO. SE ADJUNTA INFORME TECNICO N° 28264,SONDAJES PERFOMAQ SA,0.2346
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,servicios de maestranza incluye,"Servicios de Maestranza, incluye:",Confeccionar 01 buje para tiro de coloso y soldar.,COMUNIDAD SUCESION ADOLFO CARMONA MALDONADO,0.1883
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,set manguera jardin c acce y soporte x 18mt gardtech,SET MANGUERA JARDIN C ACCE Y SOPORTE X 18MT GARDTECH -@,SET MANGUERA JARDIN C ACCE Y SOPORTE X 18MT GARDTECH -@,DORIS IVONNE CASTILLO KANTER,0.1758
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,siembra sala maiten,SIEMBRA SALA - MAITEN,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1421
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,silla oficina aluminium media caramel,Silla oficina Aluminium Media Caramel,Silla oficina Aluminium Media Caramel,EDGE SpA,0.4831
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,tira fierro construccion 10 mm 3 702 kg,TIRA FIERRO CONSTRUCCION 10 MM- 3 702 KG -@,TIRA FIERRO CONSTRUCCION 10 MM- 3 702 KG -@,DORIS IVONNE CASTILLO KANTER,0.4356
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,tira fierro construccion 8 mm 2 370 kg,TIRA FIERRO CONSTRUCCION 8 MM- 2 370 KG -@,TIRA FIERRO CONSTRUCCION 8 MM- 2 370 KG -@,DORIS IVONNE CASTILLO KANTER,0.3938
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,toner brother tn 3429 dcp l56500dn 5100dn 3000pag,TONER BROTHER TN-3429 DCP-L56500DN/5100DN 3000PAG,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.1649
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,trabajo casino tineo,Trabajo casino tineo,,MAGDIEL AMALEC MONTECINOS SAN MARTIN,0.2236
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,trabajo en fundo,Trabajo en fundo,Las Quemas Futrono. Traslado de material para hormigón,GUARDA SPA,0.2872
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,trabajo realizado segun,TRABAJO REALIZADO SEGUN,"ORDEN DE TRABAJO N° 671, CIERRE DE PERIMETRO DE PICINA",JORGE GUTIERREZ VARGAS,0.5776
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,trabajos manga corrales y,Trabajos manga corrales y,comederos Maíten,MAGDIEL AMALEC MONTECINOS SAN MARTIN,0.2314
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,tras encaste,TRAS. ENCASTE,DESDE MAITEN A BRAMADERO,LUIS ANTONIO TORRES JARAMILLO,0.1342
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,traslado equipo,TRASLADO EQUIPO,,MANTENCION INDUSTRIAL DEL SUR LIMITADA,0.3542
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,vibro bramadero,VIBRO - BRAMADERO,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1848
1,low_confidence,EXP-14.4,Mantencion Instalaciones,COMPRAS,vidrio difuso instalado,VIDRIO DIFUSO INSTALADO,EN MARCO,ROSA ELVIRA SOLIS GUARDA,0.3311
1,low_confidence,EXP-15.3,Fletes,COMPRAS,arriendo chapilcahuin,ARRIENDO CHAPILCAHUIN,CONFECCION BOLOS ARRIENDO TOTAL 278 COBRO POR BOLO 18.500,SERVICIOS AGRICOLAS CORPAL SPA,0.7204
1,low_confidence,EXP-15.3,Fletes,COMPRAS,carro con estanque para,Carro con estanque para,terneros,SANDRA PAULINA VALLADARES RIOS,0.2842
1,low_confidence,EXP-15.3,Fletes,COMPRAS,flete a obra,FLETE A OBRA,,BOTTAI S.A.,0.6833
1,low_confidence,EXP-15.3,Fletes,COMPRAS,flete venta internet flecu,FLETE VENTA INTERNET. FLECU,,SODIMAC S.A.,0.306
1,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de terneros de,Traslado de terneros de,Raíces a El Maitén,JUAN ANGEL ANIBAL VERGARA OBANDO,0.4454
1,low_confidence,EXP-15.3,Fletes,COMPRAS,traslado de tuberia hdpe y accesorios desde rio bueno a futrono,Traslado de tuberia hdpe y accesorios desde rio bueno a futrono,,CRISTIAN MIGUEL MATAMALA NAVARRO,0.2688
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 100 terneras,VIAJE 100 TERNERAS,Fdo. Tineo a Bramadero,ORLANDO RICARDO BERTIN MONSALVE,0.2978
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 20 vacas,VIAJE 20 VACAS,Fdo. El Maitén a Feria Paillaco.,RAFAEL ANDRES BERTIN DELGADO,0.2417
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 25 vacas,VIAJE 25 VACAS,El Maitén a Las Raíces,RAFAEL ANDRES BERTIN DELGADO,0.2041
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 26 vaquillas prenad,VIAJE 26 VAQUILLAS PREÑAD,Fdo. Sta. Inés a Yutreco,RAFAEL ANDRES BERTIN DELGADO,0.3877
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 31 terneras,VIAJE 31 TERNERAS,Paillaco a Fdo. Bramadero,ORLANDO RICARDO BERTIN MONSALVE,0.3618
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 34 vacas,VIAJE 34 VACAS,Fdo. Bramadero a Las Raíces,RAFAEL ANDRES BERTIN DELGADO,0.3019
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 36 vacas,VIAJE 36 VACAS,De Vista Hermosa a Yutreco,RAFAEL ANDRES BERTIN DELGADO,0.2728
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 48 vaquillas,VIAJE 48 VAQUILLAS,Bramadero a Yutreco,ORLANDO BERTIN SANDOVAL,0.4306
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 64 terneras,VIAJE 64 TERNERAS,Paillaco a Fdo. Bramadero,RAFAEL ANDRES BERTIN DELGADO,0.339
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje 71 terneras,VIAJE 71 TERNERAS,Fdo. Tineo a Bramadero,RAFAEL ANDRES BERTIN DELGADO,0.3309
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje de 38 vacas,VIAJE DE 38 VACAS,Vista Hermosa a Yutreco,ORLANDO RICARDO BERTIN MONSALVE,0.2775
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje de 54 vaquillas,VIAJE DE 54 VAQUILLAS,Fdo. Bramadero a Yutreco,ORLANDO RICARDO BERTIN MONSALVE,0.4923
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viaje de vaquillas,VIAJE DE VAQUILLAS,Bramadero a El Maitén,ORLANDO RICARDO BERTIN MONSALVE,0.525
1,low_confidence,EXP-15.3,Fletes,COMPRAS,viajes bolos,VIAJES BOLOS,DESDE FDO BRAMADERO HASTA YUTRECO GUIAS 1449 1450,SERGIO FABIAN RODRIGUEZ DELGADO,0.4745
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,50 segun la cotizacion,50% según la Cotización,Nº 1035 proyecto purines tubería de pvc 110 mm,INDUSTRIAL RIEGO SPA,0.4774
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,50300 kilos de paja,50300 Kilos de paja,vendido en Fundo,INGRID JIMENA VELOSO GUZMAN,0.2429
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,anticipo,ANTICIPO,"ANTICIPO DEL 70% DE TRABAJOS QUE SE REALIZARAN EN SECTOR MULPULMO Y PAILLACO INSTALACION DE PORTONES AUTOSOPORTADOS ,MANO DE OBRA",SOCIEDAD DE INVERSIONES MVM SPA,0.2162
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,aplicacion de lodo,Aplicación de lodo,,HECTOR ADRIAN VALENZUELA PAREDES,0.6796
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,apoyo huerto septiembre,Apoyo Huerto Septiembre,,HSV SPA,0.5398
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,estado de pago no1,Estado de pago Nº1,construccion de galpon Fundo El Maiten,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,0.2661
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,incorporador,INCORPORADOR,,AGRÍCOLA J-S-E LIMITADA,0.5369
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,instalacion de lonas,INSTALACIÓN DE LONAS,,YOAM MARCELO ORTIZ GUTIERREZ,0.2289
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,interes mora mayor plazo,INTERES MORA MAYOR PLAZO,,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.3218
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,levantamiento topografico,Levantamiento Topografico,Levantamiento Topografico altimetrico proyecto pozo purinero,TOPOGRAFÍA DANIEL ALEJANDRO HERRERA GUTIERREZ E.I.R.L.,0.1938
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,otros insumos grasa y materiales de aseo,OTROS INSUMOS. Grasa y materiales de aseo.,OTROS INSUMOS. Grasa y materiales de aseo.,GALLAGHER CHILE SPA,0.1663
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,pozo purines oocc y equipos,"Pozo purines, OOCC y equipos",,COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,0.3804
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,rana,RANA,,PRESTACIONES DE SERVICIOS AGRICOLAS EL SIERVO LIMITADA,0.1719
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,reparacion potreros coigu,reparación potreros coigu,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.3399
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,saldo presupueso inicial,saldo presupueso inicial,,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,0.196
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,segun oc,Según OC,50% anticipos,INDUSTRIAL RIEGO SPA,0.1514
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,servicios de purines,servicios de purines,,SILVOAGROPECUARIO YERKO VERA CAMPOS EMPRESA INDIVIDUAL DE RESPONSABILI,0.3839
1,low_confidence,EXP-15.5,Servicios Agricolas,COMPRAS,venta de 50 000 00 us,"Venta de 50.000,00 US$",,BANCO BICE,0.1796
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,ampolleta h4 55 60w bosch 1u,AMPOLLETA H4 55/60W BOSCH 1U,,SODIMAC S.A.,0.4535
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,ampolleta h7 bosch 12v,AMPOLLETA H7 BOSCH 12V,,JAIME ANDRES RIOS HUENULEF,0.5636
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,aspersor truper me asp 11x c estaca met 2 salida,ASPERSOR TRUPER ME ASP-11X C/ESTACA MET. 2 SALIDA,ASPERSOR TRUPER ME ASP-11X C/ESTACA MET. 2 SALIDA,COMERCIAL HARCHA SPA,0.4796
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,bandeja metalica 2 pisos 391746 lavoro pro111,BANDEJA METALICA 2 PISOS 391746 LAVORO PRO111,BANDEJA METALICA 2 PISOS 391746 LAVORO PRO111,KARIM KLETT DIEZ,0.3026
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,bat yoko g b bateria yoko kr 100amp 30h102,BAT-YOKO G&B-BATERIA YOKO KR 100AMP 30H102,BAT-YOKO G&B-BATERIA YOKO KR 100AMP 30H102,AUTOMOTRIZ SALFA SUR LIMITADA,0.5188
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,bombin truper bm tr codigo 14863,BOMBIN TRUPER BM-TR -CODIGO 14863 -@,BOMBIN TRUPER BM-TR -CODIGO 14863 -@,DORIS IVONNE CASTILLO KANTER,0.665
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,borrador pizarra doble capa 0617012 hand dev111,BORRADOR PIZARRA DOBLE CAPA 0617012 HAND DEV111,BORRADOR PIZARRA DOBLE CAPA 0617012 HAND DEV111,KARIM KLETT DIEZ,0.2761
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,botellon 20 lts,Botellón 20 lts,,PURIFICADORA DE AGUA ALEJANDRO SALAZAR RIVERA E.I.R.L.,0.4619
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,cuchillo cartonero grande isofit 11416 2,CUCHILLO CARTONERO GRANDE ISOFIT 11416-2,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.4547
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,escobillon economico trad virutex un,ESCOBILLON ECONOMICO TRAD VIRUTEX UN,1.0 x 1 UN $3740 Bruto/$3143.0 Neto,RENDIC HERMANOS S.A.,0.6949
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,escobillon multiuso interior gde virutex,ESCOBILLON MULTIUSO INTERIOR GDE VIRUTEX,1.0 x 1 UN $5390 Bruto/$4529.0 Neto,RENDIC HERMANOS S.A.,0.6241
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,escofina,ESCOFINA,,LOS MAGNIFICOS SPA,0.4874
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,hoja sierra 7 1 4 40dt bosch,HOJA SIERRA 7 1/4 40DT BOSCH,,SODIMAC S.A.,0.4923
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,horqueta 5 dtes s mango toronegro,HORQUETA 5 DTES S/MANGO TORONEGRO,,SOCIEDAD AGUAS BUENAS SPA,0.4891
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,mascarilla kn95 importada,MASCARILLA KN95 IMPORTADA,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.7303
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,mtd cuchillo mulching 42pulgadas 1 unidad,MTD CUCHILLO MULCHING 42PULGADAS 1 UNIDAD,MTD CUCHILLO MULCHING 42PULGADAS 1 UNIDAD,LIDIA ANGELICA SANHUEZA FUENTES,0.7063
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,mueble lavaplatos derecho 80x50x81 cm coigue choc,MUEBLE LAVAPLATOS DERECHO 80X50X81 CM COIGUE/CHOC,MUEBLE LAVAPLATOS DERECHO 80X50X81 CM COIGUE/CHOC,COMERCIAL HARCHA SPA,0.4045
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,pechera cuero parrilla claro,PECHERA CUERO PARRILLA CLARO,,SODIMAC S.A.,0.6655
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,respirador 3m 6200 medio rostro t m,RESPIRADOR 3M 6200 MEDIO ROSTRO T/M,,COMERCIALIZADORA DE ART DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE LIMITADA,0.6329
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,sello antifuga c adaptador hoffens,SELLO ANTIFUGA C/ADAPTADOR (HOFFENS),,COMERCIAL CLIMENT SPA,0.5267
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,serrucho barracuda 22 bahco w,SERRUCHO BARRACUDA 22 BAHCO W -@,SERRUCHO BARRACUDA 22 BAHCO W -@,DORIS IVONNE CASTILLO KANTER,0.7393
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,sika tapagoteras gris cartucho 300 ml 2200881,SIKA TAPAGOTERAS GRIS CARTUCHO 300 ML 2200881 -@,SIKA TAPAGOTERAS GRIS CARTUCHO 300 ML 2200881 -@,DORIS IVONNE CASTILLO KANTER,0.6788
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,ti72 machete 14 tramontina,TI72-MACHETE 14 TRAMONTINA-@,TI72-MACHETE 14 TRAMONTINA-@,DORIS IVONNE CASTILLO KANTER,0.536
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,ti73 machete 16 tramontina,TI73-MACHETE 16 TRAMONTINA-@,TI73-MACHETE 16 TRAMONTINA-@,DORIS IVONNE CASTILLO KANTER,0.5159
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,tijera lata deluxe 10 uyus tjl210,TIJERA LATA DELUXE 10 UYUS TJL210 -@,TIJERA LATA DELUXE 10 UYUS TJL210 -@,DORIS IVONNE CASTILLO KANTER,0.3624
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,tijera poda forjada aluminio bypass 8 rayun,TIJERA PODA FORJADA ALUMINIO BYPASS -8 RAYUN-@,TIJERA PODA FORJADA ALUMINIO BYPASS -8 RAYUN-@,DORIS IVONNE CASTILLO KANTER,0.6231
1,low_confidence,EXP-16.1,Ropa y Herramientas de Trabajo,COMPRAS,torta hojas grande,TORTA HOJAS GRANDE,TORTA HOJAS GRANDE,SOCIEDAD BETTENHAUSER Y HEUFEMANN LIMITADA,0.4894
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,18 lat royal,18 LAT ROYAL,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1699
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,3 vidrios,3 VIDRIOS,,ROSA ELVIRA SOLIS GUARDA,0.3567
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,6 refigerantes 711 c manguera 5 8,6 REFIGERANTES 711 C/ MANGUERA 5/8,,HIDROFLEXIBLES EIRL,0.4927
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,alarg 4t 2 usb silic bc 3m,ALARG 4T + 2 USB SILIC BC 3M,,SODIMAC S.A.,0.3142
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,ampolleta,ampolleta,,ESTEBAN HIGINIO VERA CARDENAS,0.4441
1,low_confidence,EXP-16.2,Otros Gastos Campo,COMPRAS,ampolleta h4,ampolleta h4,,ESTEBAN HIGINIO VERA CARDENAS,0.2981
