supplier,folio,item,amount,decision,source,top1_score,predicted,top3,accountant_categories,top1_matches_ledger,doc_has_single_account
DORIS IVONNE CASTILLO KANTER,262288,DILUYENTE DUCO PIROX INVIERNO 1LT QUIMICA UNIVERSAL -@,15850,review_required,model,0.628,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,262288,TRIPLE ACCION DIRECT 3 NEGRO GALON RECORD -@,34848,review_required,model,0.4054,EXP-14.3,EXP-14.3|EXP-14.2|EXP-14.4,EXP-14.4,False,True
DORIS IVONNE CASTILLO KANTER,262288,DISCO CORTE BOSCH 4 1 2 - 1MM -@,3770,review_required,model,0.3232,EXP-14.3,EXP-14.3|EXP-14.4|EXP-14.2,EXP-14.4,False,True
PROA SPA,9153918,Mezcla MLV+Pellet Min Lech Podologico Gr,8824569,review_required,model,0.3351,EXP-15.2,EXP-15.2|EXP-3.1|EXP-10.1,EXP-5.1,False,True
JOHN MARCELO CARRILLO SOLDAN,374,MANTENCION Y REPARACION,1770000,review_required,model,0.2496,EXP-14.4,EXP-14.4|EXP-10.4|EXP-10.1,EXP-13.1,False,True
VERISURE CHILE SPA,12728711,MONITOREO MES DE 07/2026 CONTRATO 1731305,42864,auto_accept,model,0.9916,ADM-1.7,ADM-1.7|ADM-3.1|EXP-15.3,ADM-1.2,False,True
YOAM MARCELO ORTIZ GUTIERREZ,132,LONAS YUTRECO,582000,review_required,model,0.3166,EXP-15.3,EXP-15.3|EXP-14.1|EXP-16.2,EXP-14.1,False,True
YOAM MARCELO ORTIZ GUTIERREZ,132,INSTALACIÓN LONAS YUTRECO,100000,review_required,model,0.1783,AF-2.1,AF-2.1|EXP-14.4|EXP-10.4,EXP-14.1,False,True
YOAM MARCELO ORTIZ GUTIERREZ,132,LONAS FUNDO MAITEN,1080000,review_required,model,0.3596,EXP-15.3,EXP-15.3|EXP-14.1|EXP-16.2,EXP-14.1,False,True
YOAM MARCELO ORTIZ GUTIERREZ,132,INSTALACIÓN LONA MAITEN,150000,review_required,model,0.3195,EXP-14.4,EXP-14.4|EXP-10.1|AF-2.1,EXP-14.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731626,PANTALON TERMICO IMPERMEABLE TALLA L,23549,review_required,model,0.2707,EXP-13.1,EXP-13.1|EXP-14.2|EXP-2.6,EXP-16.1,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA AZUL 28202 TORRE TOR111,832,review_required,model,0.3485,EXP-2.6,EXP-2.6|EXP-13.1|EXP-16.1,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA ROJO 28203 TORRE TOR111,832,review_required,model,0.2896,EXP-2.6,EXP-2.6|EXP-13.1|EXP-2.2,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA MORADO 1007012110013 COLORWAY DEM111,487,review_required,model,0.3754,EXP-13.1,EXP-13.1|EXP-2.6|EXP-14.2,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA ROSADO 1007012110014 COLORWAY DEM111,487,review_required,model,0.3959,EXP-13.1,EXP-13.1|EXP-2.6|EXP-14.2,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,PIZARRA BLANCA 43 X 58 401260 ART CRAFT PRO111,7479,review_required,model,0.3519,EXP-14.2,EXP-14.2|EXP-13.1|EXP-14.4,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,PIZARRA BLANCA 90 X 120 35271 TORRE TOR111,41849,review_required,model,0.3022,EXP-13.1,EXP-13.1|EXP-14.2|EXP-14.4,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,PIZARRA BLANCA 60 X 90 35270 TORRE TOR111,26807,review_required,model,0.3173,EXP-13.1,EXP-13.1|EXP-14.2|EXP-14.4,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA ROJO EK-500-ROJ ARTLINE GAR111,1672,review_required,model,0.3011,EXP-2.6,EXP-2.6|EXP-13.1|EXP-16.2,ADM-1.6,False,True
LIBRERIA MACKENNA SPA,2884,MARCADOR PIZARRA NEGRO EK-500-NEG ARTLINE GAR111,1672,review_required,model,0.4705,EXP-14.2,EXP-14.2|EXP-13.1|EXP-16.2,ADM-1.6,False,True
SOCIEDAD TOROYO LTDA,13990,INSUMO TALLER,30000,review_required,model,0.1469,EXP-16.2,EXP-16.2|EXP-15.5|ADM-1.10,EXP-13.1,False,True
SOCIEDAD TOROYO LTDA,13990,GRUPO OXICORTE,50000,review_required,model,0.3564,EXP-2.4,EXP-2.4|EXP-2.2|EXP-13.1,EXP-13.1,False,True
SOCIEDAD TOROYO LTDA,13990,MAESTRANZA DESMONTAR EJE,60000,review_required,model,0.2912,EXP-16.2,EXP-16.2|EXP-9.2|EXP-14.4,EXP-13.1,False,True
SOCIEDAD TOROYO LTDA,13990,REPARACION CARRO FORRAJERO,280000,review_required,model,0.2483,ADM-3.1,ADM-3.1|EXP-10.4|EXP-10.1,EXP-13.1,False,True
SOCIEDAD TOROYO LTDA,13990,KM Y TRASLADO PEAJES,90000,review_required,model,0.1313,EXP-13.3,EXP-13.3|EXP-10.1|EXP-16.2,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307677,PETROLEO DIESEL ULTRA,62301,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
VERISURE CHILE SPA,12687178,MONITOREO MES DE 07/2026 CONTRATO 1731576,40823,auto_accept,model,0.9884,ADM-1.7,ADM-1.7|ADM-3.1|EXP-15.3,ADM-1.2,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,"CAÑERIA NEGRA PN4 1""",73200,auto_accept,product_lookup,1,EXP-14.3,EXP-14.3,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,ALAMBRE GALV. # 14 POR KILOS,96000,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,MANIJA SOFT TOUCH CUERDA (G69703),91380,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,CORDON BUNGY ROLLO 50 MT (G89106),129321,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,"CABLE SUB 2,5MM 50M DURO NEG (G62702)",97508,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,FLOTADOR AUTOMATICO ALUMINIO (USA),103908,review_required,model,0.1842,EXP-13.1,EXP-13.1|EXP-10.1|EXP-13.3,EXP-14.2|EXP-14.3|EXP-5.3,False,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30694607,PERRO FIT FORMULA ADULTO X 20 KG,69298,auto_accept,product_lookup,1,EXP-5.3,EXP-5.3,EXP-14.2|EXP-14.3|EXP-5.3,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614449,GASOLINA 93,26038,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
NETSKY SPA,4310,Adaptador Starlink,49571,auto_accept,model,0.8243,ADM-1.2,ADM-1.2|EXP-13.3|ADM-1.6,ADM-1.2,True,True
NETSKY SPA,4310,Metro de Cable,70789,review_required,model,0.2279,EXP-8.3,EXP-8.3|ADM-1.6|ADM-1.2,ADM-1.2,False,True
NETSKY SPA,4310,Router EC220-G5,78000,review_required,model,0.2902,ADM-1.2,ADM-1.2|EXP-13.3|ADM-1.6,ADM-1.2,True,True
NETSKY SPA,4310,Instalacion cableado,133413,review_required,model,0.241,EXP-14.1,EXP-14.1|ADM-1.2|ADM-1.6,ADM-1.2,False,True
NETSKY SPA,4310,Configuracion access,30000,review_required,model,0.2408,ADM-1.2,ADM-1.2|EXP-13.3|EXP-15.3,ADM-1.2,True,True
CENCOSUD RETAIL S.A.,27316663,BOLSA REUTILIZABLE DURABAG MEDIANA VERDE,2180,review_required,model,0.28,ADM-1.6,ADM-1.6|EXP-14.4|EXP-14.1,EXP-1.1,False,True
CENCOSUD RETAIL S.A.,27316663,LECHE COLUN LIGHT CAPUCCINO PRISMA 330ML,7260,review_required,model,0.7466,EXP-3.1,EXP-3.1|EXP-10.1|EXP-15.2,EXP-1.1,False,True
CENCOSUD RETAIL S.A.,27316663,LECHE COLUN LIGHT CARAMELO PRISMA 330ML,7260,review_required,model,0.7205,EXP-3.1,EXP-3.1|EXP-10.1|EXP-15.2,EXP-1.1,False,True
CENCOSUD RETAIL S.A.,27316663,LECHE COLUN CAPUCCINO PRISMA 330ML PACK,7260,review_required,model,0.7295,EXP-3.1,EXP-3.1|EXP-10.1|EXP-15.2,EXP-1.1,False,True
CENCOSUD RETAIL S.A.,27316663,AGUA DE FRUTA GUALLARAUCO MANZANA 200 ML,3870,auto_accept,model,0.7931,EXP-1.1,EXP-1.1|ADM-1.5|ADM-1.6,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,AGUA DE FRUTA GUALLARAUCO PINA 200 ML PA,3870,review_required,model,0.6595,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,ALFAJOR LAGO DEL SUR LAGUITO 280G,5340,review_required,model,0.5786,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,LECHE COLUN DESAYU NOW CHOCO AVENA 330ML,3810,review_required,model,0.6271,EXP-3.1,EXP-3.1|EXP-10.1|EXP-15.2,EXP-1.1,False,True
CENCOSUD RETAIL S.A.,27316663,BARRA CEREAL CORNY FREE MANI NOUGA 6X20G,6502,review_required,model,0.6229,EXP-1.1,EXP-1.1|ADM-1.5|ADM-1.6,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,BARRA NATURE VALLEY PROTEIN CARAM. 5UN,4990,review_required,model,0.426,EXP-1.1,EXP-1.1|EXP-10.3|EXP-3.1,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,BARRA NATURE VALLEY PROTEIN ALM CHOC 5UN,5050,review_required,model,0.3815,EXP-1.1,EXP-1.1|EXP-10.3|EXP-3.1,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,CARAMELOS CAVENDISH GUINDA 200G,2590,auto_accept,model,0.7643,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,GOMITA FRUGELE XL AMBROSOLI 360 GRS,2550,review_required,model,0.7438,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,CARAMELOS GOYAK AMBROSOLI 480 GR,2610,review_required,model,0.6715,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,CAFE NESCAFE MIXES CAPPUCCINO 8UN,3295,auto_accept,model,0.8886,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,CAFE NESCAFE DOUBLE CHOCA MOCHA 8UN,3295,auto_accept,model,0.894,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,BEBIDA BASE DE JUGO BLESS 09 LIMON 310ML,2090,review_required,model,0.5761,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,PLATANO EXTRA GRANEL,1762,review_required,model,0.6401,EXP-1.1,EXP-1.1|ADM-1.5|ADM-1.6,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,PACK MINIBROWNIE 6UN 180G,5460,review_required,model,0.74,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,TOALLITAS DESINF D WIPES LAVANDA 80UN,2990,review_required,model,0.4027,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.10,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,SNACK ENERGYBALLS CACAO ALME 200G. 10UN,5690,review_required,model,0.4869,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27316663,TABLETA DULCE DE LECHE CLAS VAUQUITA 80G,3180,review_required,model,0.191,EXP-1.1,EXP-1.1|EXP-3.1|EXP-10.1,EXP-1.1,True,True
Comercial Climent SpA,751280,"NIPLE HEXAGONO GALVANIZADO 3/4""",1653,review_required,model,0.5911,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,"BUSHING PLAST.BCO.HI HE 1 X 3/4""",671,review_required,model,0.6902,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,TEFLON GAS CINTA AMARILLA 1/2,172,auto_accept,model,0.871,EXP-16.2,EXP-16.2|EXP-15.3|EXP-11.5,EXP-14.3,False,True
Comercial Climent SpA,751280,"TEFLON MAESTRO 3/4""",407,review_required,model,0.6601,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,"CARTUCHO GAS BUTANO-PROPANO 227 G ""OFERTA""",5983,review_required,model,0.3954,EXP-11.5,EXP-11.5|EXP-16.2|EXP-11.4,EXP-14.3,False,True
Comercial Climent SpA,751280,"VALVULA DE BOLA PVC-HILO S/UNION 32MM = 1""",3686,auto_accept,model,0.7741,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,FLEXIBLE GAS 1/2HI X 1/2HI 60CM HOFFENS/COFLEX,6856,auto_accept,model,0.7535,EXP-16.2,EXP-16.2|EXP-14.4|EXP-9.2,EXP-14.3,False,True
Comercial Climent SpA,751280,UNION HDPE 32 X 1HE,4167,review_required,model,0.5188,EXP-14.3,EXP-14.3|EXP-10.4|EXP-14.4,EXP-14.3,True,True
Comercial Climent SpA,751280,CODO HDPE 32MM,9452,review_required,model,0.5907,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,TEE HDPE 32MM,13092,review_required,model,0.6356,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,TEE HDPE 32 X 1 HI,15088,review_required,model,0.6035,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,CODO HDPE 32MM HI,5005,review_required,model,0.6533,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
Comercial Climent SpA,751280,"SET 3 CONECTORES HE + 1 HI 3/4"" P/MANGUERA (12730) TRUPER",1589,review_required,model,0.2062,EXP-9.2,EXP-9.2|EXP-14.4|EXP-14.2,EXP-14.3,False,True
Comercial Climent SpA,751280,CONECTOR RAPIDO 1/2 C/STOP 116126 EDR,631,review_required,model,0.4494,EXP-14.3,EXP-14.3|EXP-14.4|EXP-10.4,EXP-14.3,True,True
AUDISOFT SPA,26660,LICENCIA AUDISOFT,204197,review_required,model,0.6675,ADM-2.3,ADM-2.3|ADM-1.8|ADM-2.1,ADM-1.8,False,True
AUDISOFT SPA,26660,FACTURACION ELECTRONICA,40839,auto_accept,model,0.7869,ADM-1.8,ADM-1.8|ADM-2.3|EXP-15.5,ADM-1.8,True,True
SERVICIOS TECNICOS DE CAPACITACION VICTOR HERMINIO MIRANDA HERNANDEZ E,1719,Capacitacion,1980000,review_required,model,0.2885,ADM-2.1,ADM-2.1|AF-2.1|EXP-13.2,EXP-1.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30729355,PETROLEO DIESEL ULTRA (DISTRIBUCION),762276,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Administracion del servicio,4280,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Electricidad consumida 6300 KwH,642077,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Demanda maxima potencia leida 14.4 x $ 28994.375,417519,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Demanda maxima suministrada 40.53 x $ 18320.33061929435,742523,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Perdida por transformacion,63074,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Uso del sistema de transmision,80136,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Servicio publico,4416,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,(R.M.E.),57534,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
COOPERATIVA RURAL ELECT.R.BUENO LTDA.,1402352,Cargo fondo de estabilizacion ley 21.472,21313,auto_accept,meter_lookup,1,EXP-11.1,EXP-11.1,EXP-11.1,True,True
EMPRESAS DE CORREOS DE CHILE,3160064,Renovación Casilla CL 1372,120800,review_required,model,0.4476,EXP-13.1,EXP-13.1|EXP-14.4|EXP-15.3,ADM-1.7,False,True
PATRICIO SANTIAGO CAREY BRIONES,297793,Gasolina 93,15544,review_required,model,0.7638,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614470,GASOLINA 93,26038,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731700,BOTA BEKINA STEPLITE PUNTA ACERO N° 43,55789,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731700,TRAJE DE AGUA ALASKA L,14638,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731700,AUTOCROTAL AGROLUVIC EXTRA GRANDE BLANCO,53760,review_required,model,0.2747,EXP-2.6,EXP-2.6|EXP-13.1|EXP-14.2,EXP-16.1|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5320763,REPIDERMA SPRAY 250 CC,46916,auto_accept,product_lookup,1,EXP-2.5,EXP-2.5,EXP-2.5|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,5320763,CHUPETE BIBERON (PARA MAMADERA DE 2 LTS),12447,review_required,model,0.1719,ADM-1.6,ADM-1.6|EXP-16.2|EXP-2.6,EXP-2.5|EXP-2.6,False,False
DISTRIBUIDORA ENTRETECHO SPA,113469,Gasolina 93 octanos sin plomo,18907,review_required,model,0.5425,EXP-11.4,EXP-11.4|ADM-1.4|EXP-16.2,EXP-11.4,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30307377,GASOLINA 95,36227,review_required,model,0.6048,EXP-11.4,EXP-11.4|ADM-1.4|EXP-11.5,ADM-1.4,False,True
MAESTRANZA Y MONTAJE DIKAR SPA,1001,Reparación puerta carro,45000,review_required,model,0.2952,EXP-13.1,EXP-13.1|EXP-13.3|EXP-14.1,EXP-13.1,True,True
MAESTRANZA Y MONTAJE DIKAR SPA,1001,Reparación pata carro,75000,review_required,model,0.3723,EXP-13.1,EXP-13.1|EXP-14.1|EXP-10.4,EXP-13.1,True,True
SONDAJES PERFOMAQ SA,12528,VISITA A TERRENO,100000,review_required,model,0.2724,EXP-13.3,EXP-13.3|EXP-15.3|ADM-1.7,EXP-14.3,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689568,OVEROLES PILOTO POPLIN T 48 AZUL M,6231,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689568,OVEROLES PILOTO POPLIN T 52 AZUL XL,6231,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689568,BOTA BEKINA STEPLITE PUNTA ACERO N° 38,55858,auto_accept,product_lookup,1,EXP-16.1,EXP-16.1,EXP-16.1,True,True
SALINAS Y FABRES S.A.,5324624,Item,66016,review_required,model,0.3671,EXP-14.4,EXP-14.4|EXP-13.3|EXP-10.4,EXP-13.1,False,True
SALINAS Y FABRES S.A.,5324624,Item,57783,review_required,model,0.1648,EXP-16.2,EXP-16.2|EXP-13.1|EXP-10.1,EXP-13.1,False,True
SALINAS Y FABRES S.A.,5324624,Item,31119,review_required,model,0.2115,EXP-15.3,EXP-15.3|EXP-3.1|ADM-1.2,EXP-13.1,False,True
SALINAS Y FABRES S.A.,5324624,Item,67278,review_required,model,0.2351,ADM-1.5,ADM-1.5|EXP-13.3|ADM-1.6,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y DE SERVICIOS LTDA,158353,SAL MIN COOPRINSEM ANIONICA 25 kG,20880,review_required,model,0.31,EXP-2.4,EXP-2.4|EXP-8.4|EXP-5.5,EXP-2.4,True,True
SOCIEDAD COMERCIAL Y DE TRANSPORTES BERDEL SPA,36,VIAJE 35 TRENEROS/AS,200000,review_required,model,0.284,EXP-15.3,EXP-15.3|EXP-14.1|ADM-1.7,EXP-15.3,True,True
COMERCIAL TCS SPA,1171,TUBO PVC 110mmx6mt GRIS,22672,auto_accept,model,0.7515,EXP-14.3,EXP-14.3|EXP-10.4|EXP-14.4,EXP-14.1,False,True
DIFOR CHILE S.A.,645410,Marca Modelo Patente Stock Km.Veh. Fec Recep. Hr.Fa No. Orden,452781,review_required,model,0.7269,EXP-13.3,EXP-13.3|EXP-15.3|EXP-14.1,EXP-13.3,True,True
DIFOR CHILE S.A.,645410,FORD F150 LARIAT TBFK-28 47019 13/07/2026 15:49 843884,0,review_required,model,0.3877,EXP-13.1,EXP-13.1|EXP-13.3|EXP-4.1,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,--------------------------------------------------------------------------------,0,review_required,model,0.32,EXP-14.2,EXP-14.2|EXP-13.1|EXP-14.4,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,CODIGO DESCRIPCION,0,review_required,model,0.1566,EXP-9.2,EXP-9.2|EXP-1.1|ADM-1.10,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,--------------------------------------------------------------------------------,0,review_required,model,0.32,EXP-14.2,EXP-14.2|EXP-13.1|EXP-14.4,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,S-MD30 TERCERA MANTENCION,0,review_required,model,0.918,EXP-13.3,EXP-13.3|EXP-10.4|EXP-14.4,EXP-13.3,True,True
DIFOR CHILE S.A.,645410,SCO-MO SIN ROTACION DE NEUMATICOS,0,review_required,model,0.2776,EXP-13.3,EXP-13.3|ADM-1.6|EXP-14.4,EXP-13.3,True,True
DIFOR CHILE S.A.,645410,--------------------------Valores Netos con Descto. Incluido--------------------,0,review_required,model,0.6131,EXP-1.1,EXP-1.1|ADM-1.6|EXP-6.4,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,0,review_required,model,0.3873,EXP-13.3,EXP-13.3|EXP-10.1|EXP-16.2,EXP-13.3,True,True
DIFOR CHILE S.A.,645410,--------------------------------------------------------------------------------,0,review_required,model,0.3061,EXP-14.2,EXP-14.2|EXP-13.1|EXP-14.3,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,168167 50408 10433 2527 136829 16500,0,review_required,model,0.2107,ADM-2.3,ADM-2.3|EXP-13.1|EXP-14.1,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,VIM : undefined,0,review_required,model,0.5575,EXP-13.3,EXP-13.3|EXP-10.4|AF-2.1,EXP-13.3,True,True
DIFOR CHILE S.A.,645410,Taller Ford Osorno.,0,review_required,model,0.2384,EXP-10.1,EXP-10.1|EXP-13.3|EXP-14.4,EXP-13.3,False,True
DIFOR CHILE S.A.,645410,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,0,review_required,model,0.3502,EXP-13.3,EXP-13.3|EXP-10.4|EXP-15.3,EXP-13.3,True,True
Tattersall Ganado S.A.,760331,VACA GORDA,4674600,review_required,model,0.984,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA ENGORDA,5405750,review_required,model,0.9841,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA ENGORDA,4746959,review_required,model,0.9822,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA CARNAZA,4082995,review_required,model,0.9867,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA CARNAZA,4114800,review_required,model,0.9857,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA ENGORDA,2455480,review_required,model,0.9807,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VACA ENGORDA,338000,review_required,model,0.9773,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
Tattersall Ganado S.A.,760331,VAQUILLA ENGORDA,361080,review_required,model,0.9769,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,"|?Impuestos, comisiones, multas",False,True
SALINAS Y FABRES S.A.,5337829,Item,211421,review_required,model,0.222,EXP-10.4,EXP-10.4|EXP-13.1|EXP-14.4,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30689896,LUTALYSE X 100 ML,238020,auto_accept,product_lookup,1,EXP-3.1,EXP-3.1,EXP-3.1,True,True
BANCO BICE,3820562,Renta de Arrendamiento Nº18 del contrato Nº34379-1,575921,auto_accept,model,0.9876,EXP-15.8,EXP-15.8|EXP-15.4|ADM-1.5,|?DEUDAS LEASING LARGO PLAZO,False,True
