PROVEEDOR,Cód de Material,Descripción,Un/Medida,CODIGO,CUENTA,SUBCUENTA,FACTURA,UPLOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 73697  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16813469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600326,PLANILLA NÚMERO 73698  - ANÁLISIS : COOP,UN,GASTOS EXPLOTACION,LABORATORIO,ANALISIS ANIMALES,16813469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607324,INYECTOR ACCURUS 6 ML SHOOF 220095,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16812788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614438,ESCOBA PLASTICA CLORINDA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16812425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7011355,CERCO THONE ELECT. RE220 100 KM,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16812425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7009172,RANGO FULL X 20 LT.,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16812425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602075,STARANE XTRA X 5 LTS,ENV,GASTOS EXPLOTACION,AGROQUIMICOS,,16812425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7062316,ADVOCIN 180 X 50 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16812223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7054968,BAYTRIL MAX X 100 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16812223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7015407,DEVAN 50 ML. CORTICOIDE,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16812223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025887,COFORTA 100 CC.,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16812223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613811,BOQUILLA LAVADO TURBOTWIST HANSEN 224341,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16809433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7009156,LUBRICANTE CP 40 X 400 ML,CIL,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16809433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603741,ZANIL 80% X 1 KG,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16808192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604599,ENROMIC 10% X 1 L,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16808189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7612421,INTRA REPIDERMA X 250 CC,CIL,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16808189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604868,TERIL - S X 5 LT,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16808189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7039950,CINTA CONDUCTORA BLANCO 200 MT.P.CERCO,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16807301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613742,SPECTRAMAST LC X 12 JER,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,MEDICAMENTOS MASTITIS,16806978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7025704,CALFODEX 500 CC.,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16806763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7026930,BAJADA DE SUERO MACROGOTA,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16806763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613736,GUANTE LARGO NITRILO S SHOOF 204629,CJ,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16806763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607127,ESTACA PLASTICA BLANCA 50UN (OB10510),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16806763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7059498,VITRAMAG FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,OTROS FERTILIZANTES,16806738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604428,REACTIVO MASTITIS CHECK X 1L (DA),ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16806731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605706,TIJERA RECORTE COLAS 205606 SHOOF,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16806731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029394,CALFOMA PLUS X 500 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16806631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7021598,LIDOCALM X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16804776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604069,MOBEXVET X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16804776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601740,RIMADYL X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16804776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602216,ACEITE 2T STIHL X 250 CC,ENV,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,19028962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607286,BAYCOX 5% X 1 LT,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16803475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7013374,GORBAN X 100 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16803475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603978,HIDRATANTE - ENERGIZANTE TERNEROS X 55 G,SOB,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,16803475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7026352,HEPROTEC INY 3x10 ML,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16802871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605683,SALFORT PREPARTO ANIONICA X 25 KG,BOL,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,16802214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603898,CHUPETE PEACH TEAT ROSADO (SHOOF),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16801232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7060860,PENCIVET FCO.,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16800546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7057185,"PANACUR X 2,5 LTS",BID,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16800546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606746,CANULA INFUSION MAMARIA 206705,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16798933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602643,GAS BUTANO 190 GR,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16798933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607620,RECARGA GAS BUTANO 300 ML 216059,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16798933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7605464,AGUA OXIGENADA X 1 L,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16798933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7057959,ECO CMT CHECK 1 KL.,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,MEDICAMENTOS MASTITIS,16798933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600549,GUANTE NITRILO VERDE FLOCADO - L,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16798694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603284,BOTA BEKINA STEPLITE PUNTA ACERO N° 45,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16798077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7005894,GRAPAS 1 1/4 X 10,KG,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16796809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602641,TRAJE DE AGUA ALASKA XXL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16796483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600094,SERVICIO MANTENCION HORAS HOMBRE,UN,GASTOS EXPLOTACION,LECHERIA,MANTENCION SALA,16795535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600095,MOVILIZACION MANTENCION ESTANQUES,UN,GASTOS EXPLOTACION,LECHERIA,MANTENCION SALA,16795535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7615251,SEMILLA BALLICA DAIRY PRIME DES X 25 KG,BOL,,,PRADERA ROTACION CORTA / REPOBLAMIENTO,16794173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613577,SEMILLA TREBOL BLANCO RURU X 4 KG,BOL,,,PRADERA PERENNE ,16794173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609002,SEMILLA TREBOL BLANCO KOTUKU X 4 KG,BOL,,,PRADERA PERENNE ,16794173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7612528,SEMILLA BALLICA FORGE AGR X 25 KG,ENV,,,PRADERA ROTACION CORTA / REPOBLAMIENTO,16794173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607284,CALFOMA CARDIO X 500 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16793881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7609743,SEMILLA BALLICA TAMA CTE X 25 KG,BOL,,,PRADERA ROTACION CORTA / REPOBLAMIENTO,60058070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604262,BOTA BEKINA STEPLITE PUNTA ACERO N° 37,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16793068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601377,CAN 27 FUNDO,T,GASTOS EXPLOTACION,FERTILIZANTES Y ENMIENDAS,NITROGENO,16792291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602388,TRAMPA PEGAJOSA 48 RB,PAA,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16792206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7611944,"LIMA MOTOSIERRA 3/16""",UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16791804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603199,SONDA PARA TERNEROS IMPORTADA,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,60058056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607323,APLICADOR ORAL 20 ML SHOOF 220099,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16791749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613740,MASTIPLAN LC X 20 JER,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,MEDICAMENTOS MASTITIS,16791519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614073,VITAMINA ADE X 100 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16791134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602756,DIIO ZEETAG HDX X 5 UN,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16789098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7006270,"LIMAS PLANAS 10"" SANDVIK CON MANGO",UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16788842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607939,TRAJE DESECHABLE TYVEK DUPONT XL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16788842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7045942,RESPIRADOR 3M  6200 MEDIUM,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16788842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602001,FILTRO P RESPIRADOR 3M 6001,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16788842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7613416,EIMU DRACHENBLUT SCHUTZSPRAY 500 ML,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16788103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7038032,TRAJE DE AGUA ALASKA L,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16788066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607083,ZUPREVO X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16788020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607781,CLORAFUR 50% X 500 GR,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16788020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7608760,CINTA POLY BLA 40MM 200M (G62404),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16788020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7607611,MANIJA SOFT TOUCH CINTA (G69603),UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16788020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602737,COLIPRIM X 1 L,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16787101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601346,TRIPLE VITAMINICO X 3 AMP X 5 ML,CJ,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16787101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601732,HASYUN INYECTABLE X 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16787101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602287,TERMOMETRO DIGITAL (TA804C),UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16786103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7062251,ACTIGOR X 100 CC,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16785186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7028495,MANGAS PALPACION IMPORTADAS,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16785186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7070580,A.MOBIL HD 80-90 X 4 LT,BID,GASTOS EXPLOTACION,MAQUINARIA Y VEHICULOS,MANTENCION MAQUINARIA,16784656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029254,SUERO GLUCOSADO 500 CC.,ENV,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16784137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614406,CORTEXONA 50 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16784137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029432,REHSAL - VET X 25 SOB,SOB,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,16783261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7600955,DIARREVET X 50 GRS,SOB,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16783261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602702,REPELENTE RATON M. SCHUTZ SPRAY 1515,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16780545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7005916,GRAPAS 1 1/2 X 8,KG,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16780511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7029947,MOCHETAS LEIGH CORTA,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16780244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601315,EXCEDE 200 X 100 ML,FR,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS MEDICAMENTOS,16780244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7013145,BANDEJAS TEST MASTITIS,UN,GASTOS EXPLOTACION,SALUD ANIMAL,OTROS GASTOS SALUD ANIMAL,16779811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614415,OXIDO DE MAGNESIO X 25 KG,BOL,GASTOS EXPLOTACION,SALUD ANIMAL,SALES MINERALES,60057834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,3600093,REPUESTOS MANTENCION ESTANQUE PREDIAL,UN,,,,16776854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7612399,"SERRUCHO TRUPER TF 22""",UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16776692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7604158,ALICATE UNIVERSAL T201-8,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16776692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7602148,MARTILLO M/FIBRA,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16776692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7042358,OVEROLES PILOTO POPLIN T 52 AZUL XL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16776512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7008109,LAPICES MARCAR RAIDEX ROJO,UN,,,OTROS GASTOS SALUD ANIMAL,16776512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7601551,SULFATO DE MAGNESIO X 25 KG.,BOL,,,SALES MINERALES,16776251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7019500,CORDEL BUNGY X 50 M,UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16775576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7606310,"CABLE L/OUT 2,5MM 100M DURO NEG (G62703)",UN,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16775576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7614362,CORTAPLUMA JACKNIFE,UN,,,OTROS GASTOS CAMPO,16774753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603592,ALAMBRE GALV. #12 INCHALAM X 25 KG,KG,GASTOS EXPLOTACION,REPARACIONES Y MANTENCIONES ,MANTENCION CERCOS,16773487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7035831,CANDADOS # 360,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,OTROS GASTOS CAMPO,16772702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7037656,TRAJE DE AGUA ALASKA XL,UN,GASTOS EXPLOTACION,GASTOS GENERALES CAMPO,ROPA Y HERRAMIENTAS DE TRABAJO,16772473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7039675,TERMOMETRO PARA LECHE,UN,,,,16772109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUN,7603512,JARRA MEDIDORA 500 ML (SHOOF),UN,,,,16772109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
